0 0.795081967213
1 0.803278688525
2 0.808196721311
3 0.796721311475
4 0.79262295082
5 0.804098360656
6 0.815573770492
7 0.794262295082
8 0.809836065574
9 0.802459016393
10 0.808196721311
11 0.804098360656
12 0.809836065574
13 0.804918032787
14 0.803278688525
15 0.810655737705
16 0.8
17 0.795081967213
18 0.795081967213
19 0.806557377049
20 0.797540983607
21 0.800819672131
22 0.81393442623
23 0.79262295082
24 0.813114754098
25 0.80737704918
26 0.810655737705
27 0.804098360656
28 0.790163934426
29 0.796721311475
30 0.804098360656
31 0.800819672131
32 0.809016393443
33 0.806557377049
34 0.797540983607
35 0.800819672131
36 0.8
37 0.801639344262
38 0.811475409836
39 0.806557377049
40 0.8
41 0.806557377049
42 0.811475409836
43 0.806557377049
44 0.803278688525
45 0.800819672131
46 0.804098360656
47 0.827049180328
48 0.804918032787
49 0.808196721311
50 0.804918032787
51 0.813114754098
52 0.811475409836
53 0.80737704918
54 0.793442622951
55 0.800819672131
56 0.809836065574
57 0.808196721311
58 0.812295081967
59 0.795901639344
60 0.818032786885
61 0.802459016393
62 0.801639344262
63 0.800819672131
64 0.810655737705
65 0.802459016393
66 0.809016393443
67 0.801639344262
68 0.798360655738
69 0.804918032787
70 0.793442622951
71 0.789344262295
72 0.808196721311
73 0.797540983607
74 0.815573770492
75 0.804098360656
76 0.805737704918
77 0.802459016393
78 0.819672131148
79 0.793442622951
80 0.816393442623
81 0.801639344262
82 0.809836065574
83 0.814754098361
84 0.795081967213
85 0.794262295082
86 0.809016393443
87 0.795081967213
88 0.817213114754
89 0.809016393443
90 0.810655737705
91 0.803278688525
92 0.798360655738
93 0.796721311475
94 0.798360655738
95 0.803278688525
96 0.805737704918
97 0.799180327869
98 0.806557377049
99 0.800819672131
